gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000160072,277.5737041,0.497963094,0.135837027,3.665886274,0.000246483,0.003373151
ENSG00000166997,521.9889445,-0.480165239,0.131024144,-3.664708089,0.000247621,0.003385696
ENSG00000196116,344.2457809,0.494492975,0.134974051,3.663615132,0.00024868,0.003397155
ENSG00000197905,116.7856447,0.849003758,0.231764037,3.663224755,0.00024906,0.003399312
ENSG00000169032,1340.822306,0.436952353,0.119339275,3.661429605,0.000250812,0.003420181
ENSG00000169359,889.5650677,0.386288852,0.105515378,3.660972078,0.00025126,0.003423252
ENSG00000105402,1977.679031,0.364816509,0.099656421,3.66074263,0.000251485,0.003423279
ENSG00000115828,346.6775184,1.13084579,0.30928077,3.656372787,0.000255809,0.003479051
ENSG00000072121,1060.091427,-0.520233565,0.142331582,-3.655081716,0.0002571,0.00349351
ENSG00000148396,2669.366028,0.269746852,0.073856337,3.652318285,0.000259883,0.003528206
ENSG00000106123,925.2174505,1.499606494,0.410676369,3.651552919,0.000260659,0.00353561
ENSG00000101290,2135.739116,0.633862133,0.173631891,3.650608929,0.000261619,0.003545497
ENSG00000139173,174.5951627,-0.635907564,0.174213467,-3.650163076,0.000262074,0.003548522
ENSG00000128594,22.26385288,-1.983567451,0.543842763,-3.647317913,0.000264992,0.003584869
ENSG00000060138,4860.559826,0.46197163,0.126677417,3.646834946,0.00026549,0.003588447
ENSG00000113721,20585.81753,0.398257335,0.10923347,3.645927712,0.000266429,0.003597962
ENSG00000064393,2644.132734,0.606730187,0.166451946,3.645077153,0.000267312,0.003606708
ENSG00000170854,491.3516516,-0.506861366,0.139074209,-3.644538913,0.000267872,0.003611088
ENSG00000173545,528.2564554,0.360341953,0.0989074,3.643225404,0.000269243,0.003626387
ENSG00000282883,912.810046,-0.762329602,0.209280415,-3.642622757,0.000269874,0.003631702
ENSG00000171033,252.0468807,-1.378820478,0.378662674,-3.641289653,0.000271276,0.003647363
ENSG00000277288,13.66124636,-1.810759774,0.498348524,-3.633520891,0.00027958,0.003755721
ENSG00000147202,1304.382512,0.665841354,0.183317092,3.632183694,0.000281033,0.003771939
ENSG00000145911,65.59134989,-1.338761569,0.368914899,-3.628917056,0.000284613,0.003816646
ENSG00000135472,168.2121482,-1.662047159,0.458169807,-3.627578975,0.000286091,0.003829779
ENSG00000185551,3280.020221,0.838917279,0.231248137,3.627779629,0.000285869,0.003829779
ENSG00000137273,2282.311472,-0.712846249,0.196687826,-3.624252,0.000289799,0.003876029
ENSG00000155324,708.6187806,1.248848115,0.344612384,3.623921177,0.00029017,0.003877612
ENSG00000198832,2102.977464,0.266498326,0.073555416,3.623095886,0.000291098,0.003886625
ENSG00000125675,427.0405652,-0.622432346,0.171807148,-3.622854766,0.000291369,0.003886868
ENSG00000132376,748.3576639,0.490517734,0.135420571,3.622180364,0.00029213,0.003893633
ENSG00000143771,980.6551388,0.492285888,0.135948854,3.621110983,0.000293341,0.00390637
ENSG00000155975,968.0094422,0.526642683,0.145454543,3.620668517,0.000293843,0.003909664
ENSG00000138678,118.4379193,0.966937011,0.267183806,3.618995568,0.000295749,0.003931613
ENSG00000142864,5439.107552,0.386164472,0.106785789,3.616253376,0.000298898,0.003970036
ENSG00000157216,1560.714864,0.709097506,0.196154612,3.614992786,0.000300356,0.003985953
ENSG00000189339,3069.880803,-0.450004559,0.124499276,-3.614515478,0.00030091,0.003989851
ENSG00000166681,2977.327935,0.407423337,0.112744314,3.613692973,0.000301866,0.003999079
ENSG00000130479,653.8048125,0.493901966,0.136702136,3.612979147,0.000302699,0.004006649
ENSG00000186469,396.4635876,-1.196657503,0.331610304,-3.60862581,0.000307823,0.004070962
ENSG00000091592,1551.913646,-0.543277971,0.150627495,-3.606764955,0.000310038,0.004096724
ENSG00000087086,187654.4391,-0.626117546,0.173701658,-3.604557109,0.000312686,0.004128151
ENSG00000138032,832.5239553,0.630149604,0.174855984,3.603820636,0.000313573,0.004136312
ENSG00000111206,196.7066259,-0.664057102,0.184324149,-3.602659265,0.000314978,0.004151273
ENSG00000068885,1569.402457,-0.529239065,0.146949051,-3.601514008,0.000316369,0.004165803
ENSG00000135776,309.2042258,0.510373138,0.141718942,3.601305016,0.000316624,0.004165803
ENSG00000165895,111.36178,-1.170388216,0.325074053,-3.600374143,0.00031776,0.004177164
ENSG00000150594,41.04644092,-2.348169271,0.652503321,-3.598708537,0.000319801,0.004200405
ENSG00000183963,1496.109643,-0.70847283,0.196898451,-3.598163549,0.000320472,0.004205614
ENSG00000205581,1977.01147,-0.575596902,0.160013932,-3.597167418,0.000321701,0.004214622
ENSG00000278211,405.1050356,-0.589772357,0.1639549,-3.597162116,0.000321708,0.004214622
ENSG00000139354,130.4635014,-1.013347713,0.281809455,-3.595861297,0.00032332,0.004232127
ENSG00000115091,3671.456636,0.525735892,0.146244674,3.594906239,0.000324508,0.004239099
ENSG00000162341,427.3624748,0.599468298,0.166747653,3.595062873,0.000324313,0.004239099
ENSG00000167995,361.993602,-0.818412597,0.227667756,-3.594767262,0.000324682,0.004239099
ENSG00000170542,192.3895436,0.700333923,0.19485966,3.594042626,0.000325587,0.004247298
ENSG00000162458,1748.757581,0.40687827,0.113267578,3.592186543,0.000327915,0.004274039
ENSG00000083720,940.854951,0.699214254,0.194759538,3.590141259,0.000330499,0.00430406
ENSG00000077235,2384.052555,-0.334538483,0.09322672,-3.588439922,0.000332663,0.004328564
ENSG00000145604,624.1299928,0.887486576,0.247491953,3.585920929,0.000335891,0.004366864
ENSG00000163818,474.6214468,-0.533337383,0.148744509,-3.585593765,0.000336312,0.004368641
ENSG00000178209,20697.19565,0.883660632,0.246770513,3.580900409,0.000342412,0.004444116
ENSG00000182836,26.8990678,2.739945748,0.765288283,3.580279234,0.000343227,0.004450929
ENSG00000164850,99.0199426,-0.789828913,0.220685964,-3.578972126,0.000344948,0.004466591
ENSG00000237172,882.2662085,-0.514874399,0.143863072,-3.578919821,0.000345017,0.004466591
ENSG00000117868,5021.73143,0.503198334,0.14074487,3.575251695,0.000349891,0.004525868
ENSG00000241878,533.9150296,0.500800035,0.140096286,3.574684586,0.00035065,0.004531868
ENSG00000163328,240.5739776,-0.735922044,0.205964994,-3.573044284,0.000352855,0.004556523
ENSG00000048707,3383.374528,0.890781965,0.249330524,3.5726952,0.000353326,0.004558766
ENSG00000172354,2613.889876,0.441979522,0.123797928,3.570168975,0.000356751,0.00459909
ENSG00000088325,259.0989011,-0.81565584,0.228510441,-3.569446697,0.000357736,0.004607916
ENSG00000177628,2610.06245,-0.319014305,0.089478516,-3.56526146,0.000363494,0.004678151
ENSG00000088826,262.3037509,-0.803300679,0.225337897,-3.564871649,0.000364034,0.004681182
ENSG00000183287,6626.515684,0.521502627,0.146341571,3.563598669,0.000365805,0.004700013
ENSG00000051620,1213.822989,0.505655564,0.141922397,3.562901792,0.000366778,0.004708569
ENSG00000175946,43.80339562,1.003996944,0.281875037,3.561851221,0.000368249,0.004723502
ENSG00000170921,2222.135074,0.876488385,0.246106161,3.561423987,0.000368849,0.004727244
ENSG00000159216,3484.731768,0.42439543,0.11922569,3.559597164,0.000371424,0.004752308
ENSG00000161921,174.5320933,-0.94216075,0.264670803,-3.559745691,0.000371214,0.004752308
ENSG00000172260,1416.172406,1.323408508,0.371827828,3.559197052,0.00037199,0.004755587
ENSG00000172296,199.1196464,-0.733015909,0.206098725,-3.556625147,0.00037565,0.004798368
ENSG00000143786,82.95957139,-0.878781872,0.247112077,-3.556207702,0.000376247,0.004801997
ENSG00000099365,89.85196701,-0.930097929,0.261666993,-3.554509943,0.000378684,0.004829089
ENSG00000171617,761.3286279,-1.133340154,0.31909707,-3.551709688,0.000382737,0.004876717
ENSG00000111684,957.2760867,0.488002497,0.137456842,3.550223394,0.000384904,0.004900264
ENSG00000152601,6267.903096,0.754258384,0.212530635,3.548939588,0.000386786,0.004920134
ENSG00000184743,3645.566093,0.727685465,0.205175014,3.546657313,0.000390152,0.004958838
ENSG00000147576,285.1654104,1.216486319,0.343351375,3.542977861,0.000395636,0.00502438
ENSG00000139946,393.1184257,-0.716718751,0.202367743,-3.541664986,0.00039761,0.005045274
ENSG00000111450,1126.896621,0.623359697,0.176094005,3.539925721,0.00040024,0.005074444
ENSG00000136546,5044.420992,1.396332258,0.394497344,3.539522579,0.000400851,0.005078004
ENSG00000164172,963.8544278,-0.442590138,0.125076361,-3.538559451,0.000402317,0.005089509
ENSG00000189241,1842.59389,-0.264745254,0.074818719,-3.538489526,0.000402423,0.005089509
ENSG00000158985,391.2167497,0.547239013,0.154717004,3.537032129,0.00040465,0.005113462
ENSG00000143106,1049.293987,0.440030539,0.124419078,3.536680591,0.000405189,0.005116058
ENSG00000204406,614.2367341,-0.518718367,0.14670539,-3.535782618,0.000406569,0.005129257
ENSG00000101843,620.7451802,-0.429628649,0.121575805,-3.533833458,0.000409579,0.005162985
ENSG00000159792,1123.485202,0.31862675,0.090186516,3.532975484,0.000410911,0.005175517
ENSG00000088854,1564.563222,0.329874221,0.093385233,3.532402386,0.000411802,0.005182492
ENSG00000007866,1620.521849,0.553934461,0.156832395,3.532015571,0.000412405,0.005185825
ENSG00000135503,748.5749093,0.377751373,0.107023722,3.529604157,0.000416182,0.00522903
ENSG00000244274,339.8657063,0.861662299,0.244232395,3.528042614,0.000418645,0.00525567
ENSG00000107821,477.1270172,-1.109061172,0.314396823,-3.527583898,0.000419371,0.005260481
ENSG00000130635,9398.832288,-0.532839304,0.151147366,-3.525296665,0.000423009,0.005301779
ENSG00000198890,209.7050429,-0.521308249,0.14788561,-3.525077593,0.000423359,0.005301834
ENSG00000046653,1108.598129,2.717820561,0.771533584,3.522621204,0.000427302,0.005346847
ENSG00000102221,228.8698867,-0.763346638,0.216740843,-3.521932586,0.000428413,0.005356385
ENSG00000092841,12461.76732,0.616389015,0.175027842,3.521662656,0.000428849,0.005357476
ENSG00000131323,600.8441166,-0.456566096,0.12967081,-3.520962782,0.000429983,0.005362901
ENSG00000243364,78.55116922,-0.875465291,0.248642429,-3.520981085,0.000429953,0.005362901
ENSG00000105855,1880.378944,-0.499702961,0.141933847,-3.520675087,0.00043045,0.005364361
ENSG00000163660,1762.503365,0.436117992,0.123932024,3.519009678,0.000433161,0.005393767
ENSG00000171824,1545.482303,0.618398514,0.175800769,3.517609828,0.000435452,0.0054179
ENSG00000114861,1748.621562,-0.381224896,0.108389635,-3.517171153,0.000436172,0.005419644
ENSG00000221994,28.08317926,-1.220195011,0.3469327,-3.517094273,0.000436299,0.005419644
ENSG00000187987,56.61728415,-0.957765359,0.272344076,-3.516747537,0.000436869,0.005422337
ENSG00000109919,1250.067887,0.328140626,0.093412303,3.512820223,0.000443377,0.005498668
ENSG00000159023,386.7497048,-0.816488978,0.232484471,-3.512015121,0.000444723,0.005510897
ENSG00000146535,2962.458592,0.385709126,0.109846253,3.511354403,0.00044583,0.005520155
ENSG00000099840,39.88175355,1.174057204,0.3350337,3.504295847,0.000457816,0.005654881
ENSG00000134444,643.3325286,0.350643307,0.100056921,3.50443832,0.000457572,0.005654881
ENSG00000197006,1822.272119,-0.272213425,0.077675747,-3.504484149,0.000457493,0.005654881
ENSG00000136270,575.0803363,0.510722112,0.145787108,3.503204913,0.000459696,0.005673525
ENSG00000132256,546.3221603,-0.578633856,0.16519612,-3.502708516,0.000460553,0.005679538
ENSG00000096968,708.6109297,0.671549335,0.191961956,3.498345974,0.000468153,0.005768628
ENSG00000107438,2895.015699,0.748489101,0.213976985,3.497988824,0.000468781,0.005771722
ENSG00000118680,5800.425139,0.506143961,0.144756494,3.496519894,0.000471369,0.005798939
ENSG00000223519,48.54130582,-0.949698484,0.271688126,-3.495546523,0.000473092,0.005815468
ENSG00000137193,759.5752183,-0.849195732,0.243019175,-3.49435691,0.000475205,0.005832099
ENSG00000223953,479.5521547,0.553693002,0.158448655,3.494463244,0.000475016,0.005832099
ENSG00000068784,277.2842284,-0.580175204,0.16605644,-3.493843441,0.00047612,0.005833993
ENSG00000132334,76.20361394,1.266954304,0.362619379,3.493895743,0.000476027,0.005833993
ENSG00000034533,123.5551508,-0.677032969,0.193931784,-3.491088232,0.000481057,0.005887962
ENSG00000166579,1396.713284,0.391370217,0.112109695,3.490957834,0.000481292,0.005887962
ENSG00000118729,12.53179946,-4.731988517,1.355668225,-3.490521079,0.00048208,0.005888203
ENSG00000120688,401.2637113,0.40060862,0.114763626,3.490728158,0.000481706,0.005888203
ENSG00000091262,53.4209604,-1.227929538,0.351812364,-3.490296711,0.000482485,0.005888461
ENSG00000055163,281.2013912,-0.816686965,0.234016761,-3.489865265,0.000483264,0.005893287
ENSG00000213064,1913.441877,0.760668493,0.218025636,3.488894731,0.000485022,0.005910027
ENSG00000122971,530.0002419,0.983022179,0.281885341,3.487312169,0.000487902,0.005940394
ENSG00000196526,2134.94124,-0.578238863,0.165936369,-3.484702399,0.000492685,0.005993875
ENSG00000150768,471.9067022,0.440748898,0.126544761,3.482948595,0.000495924,0.006028497
ENSG00000108828,12520.6532,-0.592134447,0.170034676,-3.482433471,0.000496879,0.006035325
ENSG00000198176,1763.766827,0.358156716,0.102867282,3.481735964,0.000498175,0.006046279
ENSG00000102580,2156.886792,0.421759269,0.121179016,3.480464559,0.000500545,0.006070246
ENSG00000004487,1255.800311,-0.334105526,0.096038369,-3.478875483,0.000503522,0.006096715
ENSG00000151893,1119.690242,0.674599383,0.19391144,3.478904511,0.000503468,0.006096715
ENSG00000072571,40.45809925,1.311375724,0.377060208,3.477894766,0.000505368,0.006114239
ENSG00000113441,1341.487321,0.564700227,0.16252773,3.474485412,0.000511834,0.006187587
ENSG00000054277,398.8153066,0.718792069,0.20693324,3.47354571,0.00051363,0.006204406
ENSG00000136068,2104.263315,0.497890058,0.143352119,3.473196358,0.000514299,0.0062076
ENSG00000137821,269.5419097,-0.612425962,0.176449736,-3.470823901,0.000518864,0.006257779
ENSG00000157107,877.2084293,0.486059977,0.140110247,3.469125113,0.000522156,0.006292536
ENSG00000109674,49.01679584,-1.395265674,0.402357094,-3.467729769,0.000524875,0.006310427
ENSG00000113597,281.5643332,-0.491439388,0.14171535,-3.467792219,0.000524753,0.006310427
ENSG00000136156,15187.05339,0.485800561,0.140086913,3.467851148,0.000524638,0.006310427
ENSG00000185480,184.9514581,-0.713971121,0.205910329,-3.467388571,0.000525542,0.006313495
ENSG00000054965,1799.699569,-0.363659436,0.104906361,-3.466514644,0.000527253,0.006329099
ENSG00000230685,272.4589547,-0.706963617,0.204021988,-3.465134436,0.000529966,0.006356697
ENSG00000168811,40.25495375,-1.942306918,0.560679841,-3.464199665,0.000531812,0.00636889
ENSG00000197943,58.92243603,1.807269063,0.521699001,3.464198821,0.000531813,0.00636889
ENSG00000067177,500.3705337,0.896341202,0.258835203,3.462980275,0.000534228,0.006392812
ENSG00000177409,828.2428499,-0.586805008,0.169465437,-3.462682525,0.000534819,0.006394902
ENSG00000134333,13722.66289,0.879986565,0.254163645,3.46228338,0.000535613,0.006399406
ENSG00000171509,36.84531343,-1.761998215,0.509267194,-3.459869861,0.000540437,0.006446996
ENSG00000187134,12808.29302,0.991943813,0.286684264,3.460056717,0.000540062,0.006446996
ENSG00000073169,481.2097816,0.528644907,0.152831529,3.459004242,0.000542176,0.006462725
ENSG00000164920,4636.994456,-0.744488178,0.215294782,-3.457994527,0.000544212,0.006481959
ENSG00000166037,829.3127711,-0.373422603,0.108034205,-3.456521976,0.000547195,0.006512422
ENSG00000149403,48.16336743,-2.259543364,0.653893826,-3.455520263,0.000549232,0.006521835
ENSG00000167114,398.8325557,0.470899447,0.136264575,3.455773064,0.000548717,0.006521835
ENSG00000169085,48.84521763,1.445901214,0.418433999,3.455506046,0.000549261,0.006521835
ENSG00000136783,285.6959771,0.524118862,0.151717315,3.454575119,0.000551161,0.006539331
ENSG00000184205,759.2780605,-0.652458594,0.188882726,-3.454305264,0.000551712,0.00654082
ENSG00000158552,359.0992057,-0.430152896,0.124539154,-3.453957094,0.000552425,0.006544213
ENSG00000126214,2546.62685,0.290977876,0.084275428,3.452701255,0.000555003,0.006565894
ENSG00000181472,571.9529461,-0.577065852,0.167137148,-3.452648676,0.000555111,0.006565894
ENSG00000171608,404.9012,0.723190458,0.209521375,3.451630933,0.000557209,0.00658563
ENSG00000213190,185.6932117,-0.782415861,0.226765661,-3.45032779,0.000559906,0.006612411
ENSG00000059758,827.5560234,-0.461764878,0.133939001,-3.447575951,0.000565641,0.006654528
ENSG00000100485,939.5757665,0.544708357,0.15796364,3.448314786,0.000564096,0.006654528
ENSG00000108861,2140.536024,0.504109107,0.14619731,3.448142145,0.000564457,0.006654528
ENSG00000180917,361.3767855,-0.51805118,0.150256425,-3.44778054,0.000565213,0.006654528
ENSG00000244405,529.8727286,0.679349972,0.197038103,3.447810154,0.000565151,0.006654528
ENSG00000173915,651.2518763,0.364162675,0.105640246,3.447196381,0.000566437,0.006658778
ENSG00000172935,3142.671746,0.553925655,0.160778809,3.445265322,0.000570499,0.006701399
ENSG00000180957,1134.412334,0.300418368,0.087207823,3.444855711,0.000571364,0.006706427
ENSG00000147274,2952.198029,-0.503998685,0.146333757,-3.444172373,0.00057281,0.00671826
ENSG00000206561,42.17158025,-1.25901455,0.365729909,-3.442470848,0.000576426,0.006751882
ENSG00000254986,763.8163197,0.460950942,0.133903586,3.44240925,0.000576557,0.006751882
ENSG00000110906,2898.385073,0.441605771,0.128321013,3.441414318,0.000578682,0.006767828
ENSG00000116016,22509.89834,-0.674675646,0.196049224,-3.441358416,0.000578801,0.006767828
ENSG00000019186,13.9194911,-3.872966624,1.125508651,-3.441081169,0.000579395,0.006769607
ENSG00000101255,287.9525412,-1.051984828,0.305873807,-3.439277255,0.00058327,0.006809694
ENSG00000182957,773.684238,-0.591867009,0.172154316,-3.438002731,0.000586022,0.006836624
ENSG00000197702,5727.438534,0.440926462,0.128275212,3.437347362,0.000587442,0.006847981
ENSG00000004700,1510.208499,0.409553281,0.119162327,3.436935917,0.000588335,0.006849348
ENSG00000175928,12.86285439,-2.384910817,0.69391699,-3.436882006,0.000588452,0.006849348
ENSG00000105989,317.4541742,-2.984108223,0.868534646,-3.435796414,0.000590815,0.006871637
ENSG00000213853,1368.230024,0.56393449,0.164212294,3.43417947,0.000594351,0.006907524
ENSG00000090238,990.2481804,0.423108914,0.12325607,3.432763304,0.000597463,0.006938446
ENSG00000131437,385.4058092,-0.66607223,0.194156404,-3.430596246,0.000602256,0.006988815
ENSG00000105974,12321.09625,0.604564622,0.17638904,3.427450048,0.000609278,0.007064958
ENSG00000173114,63.86851086,-1.086447828,0.31700339,-3.427243567,0.000609742,0.007064993
ENSG00000100092,153.0033672,-0.645353363,0.18832623,-3.426784279,0.000610774,0.007071611
ENSG00000125398,572.1802479,-1.238740505,0.361610042,-3.42562529,0.000613386,0.007096496
ENSG00000143761,5783.762685,0.327004414,0.095471204,3.42516277,0.000614431,0.007103232
